INDEX,INDEX_1,INDEX_1_1,DATE,OBJECT,RA,DEC,X_IMAGE,Y_IMAGE,SOURCES,TEMPLATE_PATH,SCIENCE_PATH,DIFFERENCE_PATH,PDF_PATH
0,0,0,2024-10-10,NGC6796,290.3788515,61.1459805,4000.0,5476.0,445,/data/transient/AUTOGLASS/Survey_xl130/template/NGC6796_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-10/RPJ_IMAGE/2024-10-10_NGC6796_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-10/DIF_IMAGE/2024-10-10_NGC6796_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-10/PDF/2024-10-10_NGC6796_L_com_3_rpj_diff.pdf
1,180,58,2024-10-08,PGC008852,34.8174585,31.3985278,10536.0,4988.0,1,/data/transient/AUTOGLASS/Survey_xl106/template/UGC01924_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_UGC01924_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_UGC01924_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_UGC01924_L_com_3_rpj_diff.pdf
2,153,1,2024-10-08,AGESJ223627+234258,339.1159785,23.7165,5040.0,5092.0,41,/data/transient/AUTOGLASS/Survey_xl130/template/NGC7332_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7332_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7332_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_NGC7332_L_com_3_rpj_diff.pdf
3,154,2,2024-10-08,PGC074820,54.675216,-18.8997341,6684.0,6372.0,29,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
4,155,3,2024-10-08,PGC074830,54.768642,-18.5321295,6280.0,8064.0,16,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
5,156,4,2024-10-08,PGC074838,54.8463345,-18.758424,5940.0,7024.0,34,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
6,157,5,2024-10-08,PGC074866,55.0423725,-18.9443003,5088.0,6172.0,80,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
7,158,6,2024-10-08,PGC074867,55.0557915,-18.319,5032.0,9048.0,7,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
8,159,7,2024-10-08,PGC074868,55.0663005,-19.081747,4980.0,5540.0,68,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
9,160,8,2024-10-08,PGC074880,55.140573,-18.6507308,4660.0,7520.0,25,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
10,161,9,2024-10-08,PGC074885,55.1777805,-18.9431551,4496.0,6176.0,94,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
11,162,10,2024-10-08,PGC074886,55.180119,-18.6452672,4488.0,7548.0,92,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
12,163,11,2024-10-08,PGC074892,55.206747,-18.8472132,4372.0,6616.0,20,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
13,164,12,2024-10-08,PGC074895,55.2196455,-18.4780598,4316.0,8312.0,44,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
14,152,28,2024-10-08,PGC074914,55.374666,-18.2631389,3640.0,9304.0,68,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
15,165,13,2024-10-08,PGC074909,55.3278615,-18.0352508,3844.0,10352.0,39,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
16,167,15,2024-10-08,PGC074912,55.347351,-18.6356826,3760.0,7592.0,18,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
17,168,16,2024-10-08,PGC074924,55.499541,-18.7130278,3098.0,7236.0,45,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
18,169,17,2024-10-08,PGC074931,55.554822,-18.9478659,2858.0,6156.0,100,/data/transient/AUTOGLASS/Survey_xl130/template/ESO548-073_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO548-073_L_com_1_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO548-073_L_com_1_rpj_diff.pdf
19,170,18,2024-10-08,PGC087204,356.0844525,10.1180253,5992.0,4136.0,15,/data/transient/AUTOGLASS/Survey_xl106/template/NGC7742_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7742_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7742_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_NGC7742_L_com_3_rpj_diff.pdf
20,171,19,2024-10-08,PGC087242,24.354789,14.6598724,5596.0,2966.0,1,/data/transient/AUTOGLASS/Survey_xl106/template/NGC0628_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC0628_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC0628_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_NGC0628_L_com_3_rpj_diff.pdf
21,172,20,2024-10-08,PGC087242,24.354789,14.6598724,7428.0,2682.0,2,/data/transient/AUTOGLASS/Survey_xl106/template/UGC01171_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_UGC01171_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_UGC01171_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_UGC01171_L_com_3_rpj_diff.pdf
22,173,21,2024-10-08,PGC091689,315.949833,-17.7730778,5272.0,9896.0,1,/data/transient/AUTOGLASS/Survey_xl106/template/ESO598-017_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO598-017_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO598-017_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_ESO598-017_L_com_3_rpj_diff.pdf
23,174,22,2024-10-08,PGC091742,338.28048,72.4789687,7440.0,4848.0,1,/data/transient/AUTOGLASS/Survey_xl106/template/UGC12154_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_UGC12154_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_UGC12154_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_UGC12154_L_com_3_rpj_diff.pdf
24,175,23,2024-10-08,PGC091755,341.809584,75.7552778,2062.0,8248.0,6,/data/transient/AUTOGLASS/Survey_xl130/template/UGC12160_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_UGC12160_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_UGC12160_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_UGC12160_L_com_3_rpj_diff.pdf
25,176,24,2024-10-08,PGC091755,341.809584,75.7552778,5764.0,7868.0,2,/data/transient/AUTOGLASS/Survey_xl130/template/UGC12247_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_UGC12247_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_UGC12247_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_UGC12247_L_com_3_rpj_diff.pdf
26,177,25,2024-10-08,PGC094008,21.397635,7.9914522,9520.0,6240.0,1,/data/transient/AUTOGLASS/Survey_xl106/template/UGC01085_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_UGC01085_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_UGC01085_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_UGC01085_L_com_3_rpj_diff.pdf
27,178,26,2024-10-08,PGC1144718,340.96722,-0.3832757,1411.0,1869.0,1,/data/transient/AUTOGLASS/Survey_xl130/template/UGC12151_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_UGC12151_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_UGC12151_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_UGC12151_L_com_3_rpj_diff.pdf
28,166,14,2024-10-08,PGC071830,353.881263,18.3089585,5668.0,5936.0,2,/data/transient/AUTOGLASS/Survey_xl106/template/UGC12682_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_UGC12682_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_UGC12682_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_UGC12682_L_com_3_rpj_diff.pdf
29,151,29,2024-10-08,PGC1179432,40.271442,0.931429,4844.0,7724.0,12,/data/transient/AUTOGLASS/Survey_xl130/template/NGC1055_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC1055_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC1055_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_NGC1055_L_com_3_rpj_diff.pdf
30,150,119,2024-10-08,NGC7468,345.7468395,16.6048598,2848.0,8376.0,2,/data/transient/AUTOGLASS/Survey_xl130/template/NGC7464_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7464_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7464_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_NGC7464_L_com_3_rpj_diff.pdf
31,149,45,2024-10-08,PGC006354,25.904442,15.6929501,1922.0,5528.0,1,/data/transient/AUTOGLASS/Survey_xl106/template/NGC0628_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC0628_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC0628_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_NGC0628_L_com_3_rpj_diff.pdf
32,121,151,2024-10-08,IC1420,330.6316545,19.7503036,4058.0,5480.0,1,/data/transient/AUTOGLASS/Survey_xl130/template/IC1420_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_IC1420_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_IC1420_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_IC1420_L_com_3_rpj_diff.pdf
33,122,118,2024-10-08,SDSSJ011136.95+001621.7,17.9039835,0.2727049,6424.0,2706.0,153,/data/transient/AUTOGLASS/Survey_xl130/template/UGC00772_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_UGC00772_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_UGC00772_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_UGC00772_L_com_3_rpj_diff.pdf
34,123,32,2024-10-08,NGC7468,345.7468395,16.6048598,2974.0,8432.0,7,/data/transient/AUTOGLASS/Survey_xl130/template/NGC7465_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7465_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7465_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_NGC7465_L_com_3_rpj_diff.pdf
35,124,33,2024-10-08,NGC7497,347.264028,18.177253,449.75,1768.0,60,/data/transient/AUTOGLASS/Survey_xl130/template/UGC12351_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_UGC12351_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_UGC12351_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_UGC12351_L_com_3_rpj_diff.pdf
36,125,34,2024-10-08,NGC7497,347.264028,18.177253,4048.0,5468.0,125,/data/transient/AUTOGLASS/Survey_xl130/template/NGC7497_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7497_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7497_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_NGC7497_L_com_3_rpj_diff.pdf
37,126,35,2024-10-08,NGC7625,350.1256035,17.2256058,6036.0,5732.0,2,/data/transient/AUTOGLASS/Survey_xl106/template/NGC7625_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7625_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7625_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_NGC7625_L_com_3_rpj_diff.pdf
38,127,36,2024-10-08,NGC7709,353.8644465,-16.7050739,4090.0,5476.0,361,/data/transient/AUTOGLASS/Survey_xl130/template/NGC7709_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7709_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7709_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_NGC7709_L_com_3_rpj_diff.pdf
39,128,37,2024-10-08,NGC7709,353.8644465,-16.7050739,5092.0,8080.0,8,/data/transient/AUTOGLASS/Survey_xl130/template/ESO605-014_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_ESO605-014_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_ESO605-014_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_ESO605-014_L_com_3_rpj_diff.pdf
40,129,38,2024-10-08,NGC7742,356.065458,10.7670833,6040.0,5736.0,33,/data/transient/AUTOGLASS/Survey_xl106/template/NGC7742_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7742_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7742_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_NGC7742_L_com_3_rpj_diff.pdf
41,130,39,2024-10-08,NGC7742,356.065458,10.7670833,6080.0,7784.0,4,/data/transient/AUTOGLASS/Survey_xl106/template/NGC7743_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7743_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7743_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_NGC7743_L_com_3_rpj_diff.pdf
42,131,40,2024-10-08,NGC7743,356.088042,9.9340278,5984.0,3684.0,94,/data/transient/AUTOGLASS/Survey_xl106/template/NGC7742_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7742_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7742_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_NGC7742_L_com_3_rpj_diff.pdf
43,132,41,2024-10-08,NGC7743,356.088042,9.9340278,6028.0,5732.0,5,/data/transient/AUTOGLASS/Survey_xl106/template/NGC7743_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7743_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7743_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_NGC7743_L_com_3_rpj_diff.pdf
44,133,42,2024-10-08,NGC7800,359.9035515,14.8072316,4072.0,5476.0,5,/data/transient/AUTOGLASS/Survey_xl130/template/NGC7800_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_NGC7800_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/DIF_IMAGE/2024-10-08_NGC7800_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl130/reddir/2024-10-08/PDF/2024-10-08_NGC7800_L_com_3_rpj_diff.pdf
45,134,43,2024-10-08,PAndAS-50,15.46083333,48.30527778,9680.0,2612.0,2,/data/transient/AUTOGLASS/Survey_xl106/template/UGC00731_L_temimg.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/RPJ_IMAGE/2024-10-08_UGC00731_L_com_3_rpj.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/DIF_IMAGE/2024-10-08_UGC00731_L_com_3_rpj_diff.fits,/data/transient/AUTOGLASS/Survey_xl106/reddir/2024-10-08/PDF/2024-10-08_UGC00731_L_com_3_rpj_diff.pdf
